"Id","GameID","Username","Bet","CashedOut","Bonus","Profit","BustedAt","PlayDate","hora","perdio"
18849107,3394115,"moolinex",14000,1.03,0,420,1.15,2016-11-28 17:46:14,17,0
2207184,3306190,"sharprimage",58,2.54,1.57,90.23,2.58,2016-11-03 20:48:48,20,0
4631611,3316747,"ketchell",19,1.04,0,0.76,58.66,2016-11-06 21:10:22,21,0
2607426,3308169,"Shadowshot",170,1.11,0,18.7,1.53,2016-11-04 10:38:49,10,0
15458580,3373976,"Dreamsinreality",105,1.05,0,5.25,1.57,2016-11-23 01:57:35,1,0
7987771,3330871,"drs9",8,1.96,2.63,7.89,3.11,2016-11-10 21:26:35,21,0
2826128,3309152,"interestingpw",3,1.05,2.67,0.23,1.07,2016-11-04 17:14:37,17,0
6023239,3322637,"juchkoff",5,1.03,1.6,0.23,1.83,2016-11-08 13:30:22,13,0
18344006,3391195,"Ferreck",27,1.1,0,2.7,1.58,2016-11-27 21:50:22,21,0
22236135,3410689,"sss1012",6,1.08,0,0.48,2.14,2016-12-03 11:58:12,11,0
4683943,3316975,"sr44",1,1.45,0,0.45,10.87,2016-11-06 22:47:29,22,0
17949550,3388874,"urafuckingqueer",1659,1.27,0,447.93,3.97,2016-11-27 06:11:28,6,0
15440034,3373855,"drusha2006",1,1.08,0,0.08,7.6,2016-11-23 01:11:08,1,0
19612266,3397960,"branixzz",6,1.21,0,1.26,32.9,2016-11-29 20:34:07,20,0
3917785,3313790,"dagentlemang",1648,1.5,2.45,864.35,3.9,2016-11-06 01:02:47,1,0
13970640,3364702,"drusha2006",1,1.08,2,0.1,1.08,2016-11-20 11:00:54,11,0
6591842,3324974,"ShadowshotBank",1,2.16,0,1.16,6.2,2016-11-09 05:25:20,5,0
19635696,3398078,"berserker",168,10,3.49,1517.86,74.66,2016-11-29 21:22:49,21,0
10714330,3344090,"lelik3310",93,1.61,3.37,59.86,3.31,2016-11-14 15:38:05,15,0
14978981,3371221,"stell4r",1,1.13,0,0.13,1.6,2016-11-22 07:23:06,7,0
14361734,3367127,"drsv",2,1.04,0,0.08,1.55,2016-11-21 03:19:59,3,0
11578766,3349273,"bustabuts1",30,1.34,2.2,10.86,3.37,2016-11-16 02:35:39,2,0
26468041,3433777,"blacksilver2",10000,1.75,0,7500,3.92,2016-12-10 01:05:40,1,0
11789519,3350625,"Shadowshot",264,2,2.28,270.01,4.72,2016-11-16 11:39:19,11,0
22858954,3413769,"kottaran",4,2,0,4,6.91,2016-12-04 09:30:42,9,0
3238854,3311034,"rottor29",1,1,2,0.02,1.61,2016-11-05 06:15:35,6,0
805041,3298889,"xrnath",142,1.04,2.42,9.11,1.04,2016-11-01 19:09:27,19,0
5546322,3320690,"john421",8,2,4,8.32,5.49,2016-11-08 00:09:33,0,0
6645842,3325189,"bientutti",5,1.15,0,0.75,2.99,2016-11-09 06:55:45,6,0
15898552,3376414,"skyer",500,1.08,1.88,49.41,1.6,2016-11-23 18:39:05,18,0
18976991,3394754,"Hoangthien68",39,5,3.15,157.23,11.29,2016-11-28 22:08:22,22,0
25684115,3428969,"onise222",14,5,2.5,56.35,6.83,2016-12-08 16:18:24,16,0
23428930,3416785,"account1818",1e+05,1.04,1.3,5299.55,2.9,2016-12-05 06:02:56,6,0
13088381,3358715,"tisevgen",2,1.5,2.5,1.05,2.25,2016-11-18 18:34:13,18,0
9651452,3338397,"mobguy",50,1.05,0,2.5,7.98,2016-11-13 01:02:20,1,0
26796574,3435702,"anton02_87",2,6,6.5,10.13,36.32,2016-12-10 14:13:33,14,0
13790233,3363542,"miraclekt",12,1.05,0,0.6,4.29,2016-11-20 03:12:17,3,0
5489124,3320439,"fluxxy",7777,1.2,0,1555.4,268.67,2016-11-07 22:15:54,22,0
15963632,3376781,"brodjga3006",50,1.1,0,5,1.25,2016-11-23 21:12:56,21,0
13886522,3364188,"pengu1n23x",4,1.25,0,1,5.77,2016-11-20 07:34:13,7,0
18869675,3394221,"zviadits",14,1.1,0,1.4,2.61,2016-11-28 18:27:30,18,0
23412574,3416692,"Bhumitsolanki",1000,2.18,2.46,1204.65,36.01,2016-12-05 05:22:08,5,0
23159727,3415241,"wolfy9",467,1.03,2.72,26.73,1.81,2016-12-04 19:28:46,19,0
25218912,3426067,"untunghornet",9,3.1,1.78,19.06,21.51,2016-12-07 20:48:03,20,0
2287205,3306589,"interestingpw",5,1.05,2,0.35,1.24,2016-11-03 23:25:10,23,0
4234149,3315163,"vohag",4924,1.1,0,492.4,2.38,2016-11-06 10:17:02,10,0
13833646,3363849,"Snowballcps",60,1.05,0,3,11.96,2016-11-20 05:13:43,5,0
16202441,3378326,"john421",400,1.05,0,20,1.99,2016-11-24 07:41:54,7,0
16928723,3382478,"dedok1999",350,1.35,3.79,135.76,3.4,2016-11-25 11:50:27,11,0
6639039,3325161,"alexsoft76",1,1.1,0,0.1,3.22,2016-11-09 06:46:10,6,0
15867933,3376245,"Dex",1,1,0,0,2.77,2016-11-23 17:28:40,17,0
15332980,3373174,"tomminer",2500,1.1,1.1,277.44,1.92,2016-11-22 20:37:00,20,0
25572447,3428316,"SP_",1,1.97,4,1.01,3.02,2016-12-08 11:55:41,11,0
6527209,3324692,"retired",100,1.35,2.46,37.46,3.01,2016-11-09 03:31:45,3,0
2223169,3306265,"999_",342,1.1,0,34.2,1.6,2016-11-03 21:21:15,21,0
2245409,3306373,"user74",4,1.25,0,1,2.35,2016-11-03 22:04:08,22,0
9861354,3339641,"elena98hp1",2,1.25,0,0.5,77.76,2016-11-13 09:39:37,9,0
9053547,3335396,"xopek33",61,1.36,5.08,25.06,2.29,2016-11-12 04:45:09,4,0
7892767,3330481,"slammin",50,1.3,0,15,1.38,2016-11-10 18:56:15,18,0
25432702,3427469,"nazar",2000,1.1,0,200,18.51,2016-12-08 06:10:47,6,0
10453890,3342630,"wacko60",836,2.02,1.47,865.04,7.93,2016-11-14 06:06:31,6,0
23506837,3417215,"Greedyman",725,1.15,6.28,154.25,1.41,2016-12-05 08:58:33,8,0
6297549,3323713,"XlSolver",8,1.05,0,0.4,14.27,2016-11-08 20:51:41,20,0
14330613,3366893,"aidsbmx",888,1.42,1.72,388.2,4.62,2016-11-21 01:45:14,1,0
18027586,3389383,"romkavoitov",40,1.25,1.43,10.57,2.19,2016-11-27 09:41:04,9,0
4438348,3315974,"akatwo",33,1.04,0,1.32,2.45,2016-11-06 15:54:29,15,0
958005,3299713,"terriri",63,12,4.94,696.11,311.18,2016-11-02 00:47:05,0,0
14959678,3371108,"NOY1",1,1.1,0,0.1,6.58,2016-11-22 06:36:39,6,0
7743303,3329864,"nosewi",1,1.04,0,0.04,2.26,2016-11-10 14:52:24,14,0
23571474,3417533,"anap",2000,2.23,2.16,2503.29,3.65,2016-12-05 11:07:06,11,0
2144264,3305884,"biga",2,1.3,0,0.6,2.01,2016-11-03 18:48:38,18,0
5902382,3322182,"wolfy9",669,1.57,3.05,401.73,1.62,2016-11-08 10:23:53,10,0
21967555,3409250,"Hodgy",2,1.97,2.5,1.99,5.73,2016-12-03 02:08:54,2,0
4070965,3314487,"fenderger",27,1.04,0,1.08,1.57,2016-11-06 05:45:23,5,0
25165894,3425772,"antaresgold",37,1.23,2.46,9.42,34.92,2016-12-07 18:42:10,18,0
21238178,3405545,"peanutbutt",400,1.2,0,80,1.73,2016-12-02 00:54:17,0,0
15804282,3375883,"stanga",1000,1.1,0,100,1.47,2016-11-23 15:01:16,15,0
2448704,3307468,"mark_s",1500,1.2,0,300,2.67,2016-11-04 05:35:18,5,0
4633554,3316756,"panep",20,1.04,2.8,1.36,1.51,2016-11-06 21:13:46,21,0
3534008,3312263,"RosA123",750,1.33,0.92,254.43,25.52,2016-11-05 14:31:00,14,0
16196930,3378294,"Babuan12345",1,3,2,2.02,4.73,2016-11-24 07:29:08,7,0
15859921,3376201,"Bocah_Liar",180,1.5,3.64,96.55,1.62,2016-11-23 17:10:53,17,0
22670276,3412806,"Qpot80",100,1.5,4.73,54.73,1.99,2016-12-04 02:44:51,2,0
14492259,3368049,"skater24",5000,1.25,1.7,1334.9,1.78,2016-11-21 09:37:12,9,0
16265108,3378707,"sam4u4ever",800,1.44,0,352,8.5,2016-11-24 10:13:39,10,0
20624643,3402852,"ugneri",4,1.05,0,0.2,25.33,2016-12-01 06:27:57,6,0
17088387,3383377,"12alexei12",10,1.01,2.6,0.36,1.43,2016-11-25 17:40:58,17,0
11373329,3348016,"zviadits",15,1.1,0,1.5,29.66,2016-11-15 18:05:26,18,0
12187369,3353037,"andbig",20,2,1.85,20.37,6.94,2016-11-17 04:02:22,4,0
21966487,3409242,"bagration",2,1.6,1,1.22,3.22,2016-12-03 02:06:00,2,0
26001816,3430985,"cuongbitcoin",20000,1.22,2.26,4852.23,3.39,2016-12-09 06:15:47,6,0
5404174,3320083,"janjanjan",10000,1.01,0,100,1.38,2016-11-07 19:57:09,19,0
20741384,3403366,"cgrant57",16,1.25,0,4,621.04,2016-12-01 09:55:05,9,0
24004923,3419604,"entora",20000,2.24,1.23,25046.75,108.94,2016-12-06 01:24:39,1,0
5664220,3321216,"Ashikune",200,1.05,0,10,148.53,2016-11-08 03:42:57,3,0
25970010,3430788,"sergunguz",10,1,0,0,1.83,2016-12-09 04:50:47,4,0
1881827,3304638,"tatjana270707",4,1.25,3,1.12,2.1,2016-11-03 10:21:48,10,0
18208406,3390449,"Mattman",4,1.2,0,0.8,1.45,2016-11-27 16:48:57,16,0
10318072,3341860,"Chryses",64,2,2.23,65.43,4.11,2016-11-14 00:57:03,0,0
7373179,3328234,"MikeT",1029,1.34,0,349.86,3.21,2016-11-10 04:00:24,4,0
6536000,3324729,"banno",3,1.33,2,1.05,1.36,2016-11-09 03:45:51,3,0
18118214,3389929,"vicks1990",1,2,4,1.04,4.11,2016-11-27 13:15:26,13,0
15273348,3372839,"chernoby",1000,2.57,6.7,1636.96,7.56,2016-11-22 18:19:41,18,0
26737116,3435399,"Babuan12345",6,1.5,0,3,2.7,2016-12-10 12:01:45,12,0
3324919,3311412,"thegamebeoi",19,1.04,0,0.76,1.22,2016-11-05 08:42:40,8,0
22698824,3412951,"Trilogy",8,1.15,0,1.2,9.59,2016-12-04 03:47:17,3,0
2183731,3306076,"ShittySda",352,2,3.03,362.68,35.11,2016-11-03 20:05:25,20,0
9561684,3337869,"eva22",70,1.03,1.7,3.29,1.08,2016-11-12 21:18:46,21,0
26656079,3434950,"ilie1981",1,1.15,0,0.15,2.97,2016-12-10 08:58:51,8,0
23977021,3419450,"Alexy",1e+06,1.07,1.02,80237.32,2.49,2016-12-06 00:26:26,0,0
14295497,3366620,"azazaz",10,2.03,1.2,10.42,32.99,2016-11-21 00:00:07,0,0
21505988,3406921,"andrey447",1,1.13,0,0.13,44.7,2016-12-02 10:17:03,10,0
16867311,3382137,"Hoangthien68",1255,5,4,5070.15,10.73,2016-11-25 09:29:26,9,0
7605852,3329285,"T2369238923",2000,1.35,0,700,4.54,2016-11-10 11:10:57,11,0
18417958,3391663,"artysem",2,1.22,3,0.5,1.28,2016-11-28 00:58:05,0,0
22027336,3409646,"pawsniffer900",96,2,0,96,38.78,2016-12-03 04:57:45,4,0
23878272,3418930,"NabilAmrani",897,1.03,0,26.91,24.29,2016-12-05 20:43:32,20,0
22524577,3412050,"MartinBot",1335,1.71,4.07,1002.2,5.03,2016-12-03 21:27:49,21,0
145437,3295476,"djavoi",5,1.04,0,0.2,4.5,2016-10-31 20:10:06,20,0
1194354,3301073,"znay22",23,2.02,4.26,24.44,5.82,2016-11-02 10:02:54,10,0
11513557,3348818,"Kirr923",48,2.6,3.58,78.52,10.89,2016-11-15 23:20:15,23,0
20896675,3404054,"coinminers",14,1.6,2.93,8.81,5.66,2016-12-01 14:44:04,14,0
407211,3296949,"Shadowshot",18,1.33,3.28,6.53,4.09,2016-11-01 06:01:52,6,0
2962765,3309756,"post1",1,1.43,5,0.48,1.43,2016-11-04 21:20:00,21,0
7416599,3328440,"sarmat545",1,1.11,2,0.13,1.23,2016-11-10 05:24:45,5,0
2350329,3306938,"tailco",12,1.04,0,0.48,1.52,2016-11-04 01:53:11,1,0
12594645,3355418,"bientutti",2,3,1,4.02,11.35,2016-11-17 20:20:24,20,0
8048114,3331143,"drusha2006",1,1.08,2,0.1,1.21,2016-11-10 23:17:48,23,0
5905976,3322195,"kurt22",5,1.1,0,0.5,3.48,2016-11-08 10:30:32,10,0
2632363,3308281,"interestingpw",5,1.05,0,0.25,4.32,2016-11-04 11:18:53,11,0
14547729,3368399,"Angel777fire",2,1.98,2,2,3.05,2016-11-21 11:58:46,11,0
12188244,3353042,"saha1974",2,1.15,0,0.3,2.86,2016-11-17 04:04:32,4,0
2704794,3308604,"yuze777999",1,2,4,1.04,3.47,2016-11-04 13:29:06,13,0
23454627,3416929,"Shadowshot3",110,1.11,0,12.1,2.24,2016-12-05 07:01:09,7,0
4098969,3314610,"scorpuce",4,1.25,0,1,3.04,2016-11-06 06:28:48,6,0
11739579,3350333,"Creck80",4,1.33,0,1.32,1.91,2016-11-16 09:41:21,9,0
19156426,3395798,"kharen29",150,1.13,0,19.5,2.74,2016-11-29 05:34:30,5,0
8466613,3332966,"drs9",1,1.96,0,0.96,18.93,2016-11-11 12:01:49,12,0
5052461,3318694,"xylitol_bot",3000,1.05,0,150,2.93,2016-11-07 10:19:35,10,0
802724,3298877,"theia123",61,1.04,2,3.66,1.37,2016-11-01 19:04:15,19,0
15440241,3373857,"meer74",2,3,3.5,4.07,6.11,2016-11-23 01:12:10,1,0
19602115,3397910,"amador2005",50,1.15,1.5,8.25,1.21,2016-11-29 20:10:26,20,0
16014665,3377103,"yfnfifyfif",1,2,5,1.05,3.03,2016-11-23 23:24:59,23,0
22316004,3411090,"TInuMN",20,1.05,0,1,2.87,2016-12-03 14:49:55,14,0
26507428,3434037,"smileyjiminez",7000,1.6,0,4200,4.75,2016-12-10 02:55:30,2,0
22803844,3413487,"Suamikutercinta",150,1.5,0,75,2.04,2016-12-04 07:39:01,7,0
11671431,3349917,"user74",6000,1.2,2.29,1337.44,1.66,2016-11-16 06:47:32,6,0
7100319,3327026,"Krug",71,2.7,4.83,124.13,2.89,2016-11-09 19:25:45,19,0
23769476,3418425,"angels_2424",96,2,0,96,8.76,2016-12-05 17:23:18,17,0
1386412,3302036,"soytthe",6,1.04,2.83,0.41,1.51,2016-11-02 16:23:45,16,0
25956889,3430694,"TInuMN",20,1.05,0,1,4.76,2016-12-09 04:12:19,4,0
14895657,3370716,"obisnis12",93,1.54,2.74,52.77,1.59,2016-11-22 03:48:47,3,0
547150,3297635,"aimtruth88",30,1.2,2.8,6.84,1.21,2016-11-01 10:34:18,10,0
23519794,3417280,"stevemoley",4000,1.08,0,320,2.41,2016-12-05 09:27:10,9,0
22303314,3411030,"HexyeBo",2,2,0,2,2.76,2016-12-03 14:23:02,14,0
11574025,3349239,"x9229k",4,1.2,0,0.8,10.74,2016-11-16 02:19:50,2,0
11733767,3350300,"x9229k",4,1.2,0,0.8,2.11,2016-11-16 09:26:26,9,0
10403964,3342343,"Albert1985",8,2,6,8.48,2.11,2016-11-14 04:05:43,4,0
14534372,3368319,"Host",188,1.13,0,24.44,2.19,2016-11-21 11:30:19,11,0
8655978,3333656,"marcopac",2,1.04,0,0.08,18.42,2016-11-11 16:49:36,16,0
1069445,3300403,"gul",56,1.12,0,6.72,14.39,2016-11-02 05:24:33,5,0
5988514,3322510,"cxdw",3,1.43,0,1.29,9.35,2016-11-08 12:38:02,12,0
15462415,3374000,"cxm_6",31,1.05,0,1.55,1.31,2016-11-23 02:08:42,2,0
25408882,3427305,"BitcoinWizards",250,1.03,0,7.5,7.18,2016-12-08 05:04:06,5,0
23236384,3415649,"kpot82",3000,1.37,0,1110,4.9,2016-12-04 22:13:04,22,0
5513574,3320547,"kurt22",6,1.08,3,0.66,1.14,2016-11-07 23:04:53,23,0
23956718,3419344,"jenya040588",500,1.28,0,140,5.93,2016-12-05 23:38:54,23,0
3915061,3313778,"Taupe",4,1.1,0,0.4,9.68,2016-11-06 00:57:00,0,0
11148184,3346649,"xc23",4,1.98,0,3.92,2.74,2016-11-15 09:02:50,9,0
22781874,3413376,"XBL-Revolution",100,1.05,4.53,9.53,1.21,2016-12-04 06:53:45,6,0
5322659,3319763,"trueeasy",42,2,3.38,43.42,2.32,2016-11-07 17:46:42,17,0
838270,3299058,"whddhks817",10000,2.99,3.12,20212.47,52.38,2016-11-01 20:17:50,20,0
13301165,3360263,"miraclekt",10,1.05,2.8,0.78,1.28,2016-11-19 04:57:24,4,0
6523929,3324678,"hplaser",10,1.04,0,0.4,2.14,2016-11-09 03:26:45,3,0
2467631,3307560,"railsgers",227,1.31,4.12,79.72,1.78,2016-11-04 06:10:25,6,0
2584950,3308075,"harlon4ik",12,1.27,0,3.24,1.36,2016-11-04 09:57:56,9,0
5808188,3321818,"Kirr923",3,2.6,0,4.8,56.32,2016-11-08 07:53:56,7,0
6321179,3323812,"ordgra",10,1.04,1.3,0.53,3.42,2016-11-08 21:34:53,21,0
15996010,3376982,"iboby",3,1.63,0,1.89,5.96,2016-11-23 22:32:33,22,0
11943354,3351470,"gundala",201,1.11,0,22.11,5.68,2016-11-16 17:23:27,17,0
2769275,3308887,"koc79",3,1.33,0,0.99,2.88,2016-11-04 15:22:29,15,0
15743805,3375523,"xxx8",2,2,1.5,2.03,4.16,2016-11-23 12:35:48,12,0
23049310,3414708,"slepachok",1,3,3,2.03,17.47,2016-12-04 15:58:41,15,0
4613829,3316675,"nosewi",22,1.04,0,0.88,2.18,2016-11-06 20:43:35,20,0
20552665,3402486,"serg611",1000,1.3,0,300,3.3,2016-12-01 03:52:04,3,0
23262876,3415794,"jpbachelier",5000,2.11,6.07,5853.72,2.38,2016-12-04 23:16:22,23,0
5056359,3318711,"as24df",1,1.13,0,0.13,3.26,2016-11-07 10:26:00,10,0
2578294,3308048,"ss20",2,1.5,0,1,4.86,2016-11-04 09:47:09,9,0
10825070,3344675,"biga",48,1.3,3.13,15.9,4.62,2016-11-14 19:35:18,19,0
23212239,3415513,"eva22",17,1.11,1.47,2.12,9.97,2016-12-04 21:18:58,21,0
17775334,3387725,"iboby",10,1.43,2.3,4.53,2.3,2016-11-26 22:38:32,22,0
18018227,3389324,"Xysle",50,1.05,0,2.5,4.07,2016-11-27 09:14:19,9,0
14609625,3368775,"VanillaHF",155,1.05,0,7.75,1.6,2016-11-21 14:27:50,14,0
20067264,3400238,"RUSSO2016",77,1.05,1.82,5.25,1.23,2016-11-30 12:13:09,12,0
24492113,3422030,"rizkiga",3,3.67,1.33,8.05,5.49,2016-12-06 17:42:44,17,0
20329756,3401395,"hkabay",1500,1.05,0,75,2.87,2016-11-30 20:19:32,20,0
15022454,3371462,"gangsal",3040,1.39,0,1185.6,2.66,2016-11-22 09:04:34,9,0
8070949,3331249,"BlackShadow",1111,1.04,4.43,93.67,1.12,2016-11-11 00:00:11,0,0
25278464,3426464,"jedaj",1,2,3,1.03,5.27,2016-12-07 23:25:04,23,0
619507,3297980,"maras",72000,1.01,0,720,2.56,2016-11-01 12:56:58,12,0
11287121,3347568,"cowbay",10,1.35,1.5,3.65,3.31,2016-11-15 15:01:24,15,0
10241150,3341493,"jokerHf",200,1.04,0,8,2.92,2016-11-13 22:21:47,22,0
25481042,3427760,"BRO33",17,1.2,1.29,3.62,4.23,2016-12-08 08:16:57,8,0
26186144,3432107,"headend",5000,1.02,0,100,3.87,2016-12-09 13:51:39,13,0
12398464,3354326,"whddhks817",1000,1.5,1.35,513.46,1.84,2016-11-17 12:53:43,12,0
18589363,3392803,"Xysle",50,1.05,0,2.5,6.56,2016-11-28 08:37:59,8,0
8494243,3333077,"amador2005",6454,1.38,2.52,2615.01,19.02,2016-11-11 12:50:20,12,0
7878005,3330418,"speculyant777",1369,1.25,0,342.25,65.14,2016-11-10 18:28:07,18,0
20640997,3402925,"steambotvanilla",74,2,1.32,74.98,2.09,2016-12-01 06:59:03,6,0
19378858,3396901,"Imphish",15000,1.85,1.45,12967.47,2.88,2016-11-29 13:05:10,13,0
15889037,3376362,"calvinmoo",1,1.05,0,0.05,3.82,2016-11-23 18:15:32,18,0
5705262,3321403,"lebeatles",7,1.04,1.71,0.4,1.27,2016-11-08 05:05:48,5,0
22407964,3411515,"yuze777999",2000,1.01,0,20,30.62,2016-12-03 17:42:46,17,0
14107947,3365491,"hotg",10,1.13,1.1,1.41,1.13,2016-11-20 16:16:32,16,0
24466517,3421886,"xuzie",64,1.33,0.33,21.33,1.56,2016-12-06 16:40:49,16,0
3654427,3312763,"tailco",22,1.04,0,0.88,1.98,2016-11-05 17:54:44,17,0
11207485,3347059,"zonova31",50,1.01,0,0.5,10.04,2016-11-15 11:41:17,11,0
6247702,3323518,"meanmachine1",1650,1.1,0,165,2.32,2016-11-08 19:31:11,19,0
12196006,3353093,"post1",3,1.53,2,1.65,4.39,2016-11-17 04:23:33,4,0
4452727,3316030,"mathewslim",17,1.04,0,0.68,1.29,2016-11-06 16:20:06,16,0
22667778,3412792,"Dalles",28,1.14,0,3.92,1.78,2016-12-04 02:39:24,2,0
19495920,3397448,"romkavoitov",40,1.25,0,10,3.47,2016-11-29 17:00:33,17,0
4560790,3316458,"ksenaSS_03",10,2,4.3,10.43,2.29,2016-11-06 19:18:22,19,0
2001949,3305211,"mrpika",100,1.17,0,17,1.71,2016-11-03 14:19:59,14,0
10482368,3342797,"mattiasc",1,2,0,1,5.36,2016-11-14 07:07:30,7,0
14937969,3370982,"paulri",4,1.25,0,1,2.73,2016-11-22 05:40:52,5,0
13305234,3360296,"manahmanah",4,13,3,48.12,62.93,2016-11-19 05:09:38,5,0
9050647,3335383,"Pokeball99",17,1.05,5.24,1.74,1.13,2016-11-12 04:38:31,4,0
17127481,3383598,"sfast",3,1.5,0,1.5,4.05,2016-11-25 19:12:57,19,0
26318954,3432850,"ksenaSS_03",4,2.4,2,5.68,2.59,2016-12-09 18:53:39,18,0
12020925,3351901,"znay22",2,1.25,0,0.5,3.04,2016-11-16 20:21:24,20,0
15932301,3376592,"Gol_Lura",1,1.1,2,0.12,2.9,2016-11-23 19:53:07,19,0
5979663,3322476,"kangys89",5000,1.33,2.25,1762.45,2,2016-11-08 12:22:38,12,0
689910,3298320,"MiDevil22",1,1.1,4,0.14,1.97,2016-11-01 15:08:47,15,0
24078052,3419984,"Merc",200,1.1,1.48,22.95,1.22,2016-12-06 04:06:42,4,0
21295317,3405889,"Ferreck",2,1.5,2.5,1.05,1.78,2016-12-02 03:12:00,3,0
24418055,3421624,"rrrrrrrr",28,1.1,0,2.8,2.15,2016-12-06 14:53:43,14,0
18518232,3392369,"GrantAWish",822,1.1,0,82.2,5.63,2016-11-28 05:32:29,5,0
18518639,3392372,"drusha2006",2,1.08,2,0.2,1.51,2016-11-28 05:33:59,5,0
3497562,3312102,"Hook80",110,1.33,1.17,37.59,10.28,2016-11-05 13:25:50,13,0
11777400,3350554,"NabilAmrani",227,1.05,1.61,15,1.21,2016-11-16 11:09:30,11,0
7411436,3328417,"Seller",300,1.33,0,99,3.53,2016-11-10 05:14:31,5,0
6674723,3325310,"hplaser",3,1.04,0,0.12,1.52,2016-11-09 07:45:55,7,0
12566535,3355257,"sintez13",14,1.1,0,1.4,1.96,2016-11-17 19:15:49,19,0
1106405,3300626,"Babuan12345",200,1.11,1.25,24.5,1.65,2016-11-02 06:54:16,6,0
18579741,3392747,"TeusajoMeong",10,2.04,0,10.4,8.4,2016-11-28 08:15:47,8,0
17769311,3387687,"nesdeyparra",30,1.1,0,3,11.4,2016-11-26 22:20:41,22,0
6834058,3325944,"akatwo",6,1.04,5,0.54,1.32,2016-11-09 12:04:39,12,0
15989747,3376942,"fuxionando",50,1.1,1.98,5.99,1.28,2016-11-23 22:17:13,22,0
5211685,3319331,"dmitry163ns",54,1.11,0,5.94,1.81,2016-11-07 14:51:34,14,0
18664747,3393195,"jojohnv06",2,2.1,4,2.28,2.58,2016-11-28 11:27:22,11,0
10813490,3344613,"wolfy9",1432,1.12,0,171.84,2.86,2016-11-14 19:13:15,19,0
735878,3298548,"Servis_online_PC",2,2,2.5,2.05,20.12,2016-11-01 16:44:54,16,0
13415781,3361101,"KorolevGeorg",10,1.2,1.6,2.16,2.98,2016-11-19 10:31:37,10,0
17278110,3384602,"tarina",30,1.5,1.9,15.57,1.93,2016-11-26 01:45:28,1,0
18843775,3394088,"yura88",10,1.2,0,2,2.63,2016-11-28 17:36:24,17,0
24245620,3420826,"whddhks817",29768,1.1,0,2976.8,1.9,2016-12-06 09:30:52,9,0
6545174,3324768,"autoboy",10,13,2.8,120.28,14.51,2016-11-09 04:01:09,4,0
18914048,3394436,"Fliker",4,2,2.75,4.11,2.11,2016-11-28 19:56:29,19,0
15612377,3374835,"iboby",3,1.63,2.33,1.96,1.84,2016-11-23 07:57:37,7,0
5298294,3319666,"Luxo",16,1.34,2.81,5.89,2.28,2016-11-07 17:08:57,17,0
1760068,3304025,"ssb2125",180,2,1.58,182.85,6.98,2016-11-03 06:05:09,6,0
7578342,3329167,"louisa",100,1.33,0,33,44.15,2016-11-10 10:22:14,10,0
14105185,3365475,"sergunguz",1,2,2,1.02,2,2016-11-20 16:08:20,16,0
4887858,3317916,"iboby",4,1.41,4.75,1.83,2.06,2016-11-07 05:07:32,5,0
5003943,3318480,"xc23",1,1.42,0,0.42,7.21,2016-11-07 08:46:10,8,0
12627999,3355621,"georgebushishere",2700,1.19,0,513,4.68,2016-11-17 21:40:46,21,0
7925404,3330612,"rmazzara",54,1.05,2.69,4.15,1.27,2016-11-10 19:46:05,19,0
7439897,3328540,"ShadowshotFun",150,1.66,0,99,3.95,2016-11-10 06:04:01,6,0
21851357,3408577,"drsv",40,1.25,0,10,3.77,2016-12-02 21:40:30,21,0
9564098,3337882,"dim1983",100,1.23,0,23,2.24,2016-11-12 21:22:05,21,0
5580963,3320840,"carnelo",148,3.2,5.15,333.22,3.43,2016-11-08 01:11:33,1,0
24177988,3420513,"MCWarriorz",209,1.05,0,10.45,2.91,2016-12-06 07:33:19,7,0
17021913,3383014,"NavTech1",29,1.13,0,3.77,4.17,2016-11-25 15:16:23,15,0
12284014,3353653,"vsvlv",92,1.05,0,4.6,26,2016-11-17 08:19:55,8,0
7443900,3328557,"ordgra",4,1.04,0,0.16,3.62,2016-11-10 06:12:28,6,0
26898908,3436177,"min2838",2,3,1.5,4.03,13.07,2016-12-10 17:31:00,17,0
22506938,3411969,"Patel1985",10,1.83,3.3,8.63,2.4,2016-12-03 20:55:17,20,0
10355655,3342054,"PIXI",6,1.11,1.33,0.74,2.66,2016-11-14 02:08:09,2,0
5133088,3319027,"Lars_1511",25,1.4,0,10,3.37,2016-11-07 12:45:49,12,0
2347731,3306924,"ksenaSS_02",30,1.33,0,9.9,4.82,2016-11-04 01:47:23,1,0
19336501,3396694,"ShadowshotFun",100,2,2.85,102.85,8.34,2016-11-29 11:38:57,11,0
11208907,3347071,"erfan44tf",200,2,0,200,2.75,2016-11-15 11:46:49,11,0
3617362,3312615,"xrnath",15,1.01,0,0.15,1.28,2016-11-05 16:54:50,16,0
1678240,3303576,"blountb1",5,1.69,2.4,3.57,20.96,2016-11-03 02:56:51,2,0
21093359,3404821,"enjoi45",200,1.2,0,40,1.69,2016-12-01 20:06:48,20,0
25264976,3426370,"cgrant57",9,1.25,2.22,2.45,4.11,2016-12-07 22:47:19,22,0
18727465,3393517,"Miheysan",3,1.11,4.33,0.46,1.27,2016-11-28 13:40:18,13,0
22283477,3410933,"millionbyt",76,1.04,0,3.04,2.9,2016-12-03 13:39:54,13,0
15639708,3374972,"Sacred141",11,1.5,2.27,5.75,2.43,2016-11-23 08:53:49,8,0
3996033,3314148,"sintegra",15,1.04,3.13,1.07,1.07,2016-11-06 03:23:13,3,0
